epoch,acc,loss,val_acc,val_loss
1,0.27875,2.98468014089,0.378099173554,2.30781721281
2,0.427190538466,2.18423467803,0.466044582716,1.91648256921
3,0.510945584809,1.79161687077,0.524624157718,1.74959545564
4,0.571274236655,1.53081469036,0.58527734579,1.4761205314
5,0.627395235119,1.30532145224,0.679108346417,1.15488508021
6,0.66918746802,1.15942914772,0.684810782882,1.12779391177
7,0.706885767897,1.01680728354,0.687921202727,1.08837406627
8,0.732415989083,0.916594872452,0.745463971062,0.916417317109
9,0.750895547848,0.841068140733,0.74079834114,0.952009008393
10,0.771706374026,0.782678574346,0.71798859522,1.11163740432
11,0.784443054532,0.733301161323,0.764644893789,0.875603646086
12,0.800705066242,0.676278758215,0.730430274816,1.04816667121
13,0.806504804685,0.656131514273,0.781233799927,0.847681838762
14,0.818104281572,0.618750100381,0.805598755863,0.710785925813
15,0.822937396943,0.591675774918,0.795749092887,0.763143291617
16,0.83527605618,0.56389657911,0.785381026531,0.81401773677
17,0.837493603233,0.560437500131,0.793157076267,0.804928112302
18,0.848751919031,0.514356752608,0.786936236516,0.729900895777
19,0.855802581456,0.493192555594,0.811819595645,0.707559433883
20,0.853812475127,0.491804857495,0.813893208947,0.685875154085
21,0.859555353386,0.485583229618,0.813374805661,0.721948818137
22,0.86450218912,0.461515387395,0.793157076205,0.748507720406
23,0.867913799966,0.4503263069,0.814930015583,0.697521167555
24,0.869790185936,0.446403670189,0.823742871985,0.701518410843
25,0.875362483656,0.425446937073,0.823742872016,0.709941613081
26,0.881787684085,0.412459120016,0.82063245214,0.720380159847
27,0.878546653782,0.416653234621,0.843960601348,0.615763745804
28,0.882185705354,0.401473062321,0.80404354594,0.779053049238
29,0.888042303976,0.387457955498,0.832037325039,0.64788436245
30,0.886507079093,0.383934535795,0.833074131705,0.692313487072
31,0.885711036564,0.384237918438,0.840331778154,0.65815169837
32,0.893330300792,0.36515579657,0.832037325101,0.664870115776
33,0.890487291753,0.371911293445,0.826853291892,0.648321903728
34,0.897992835619,0.344140100104,0.830482115116,0.670724010718
35,0.90003980213,0.340337683322,0.837739761596,0.690126640097
36,0.900437823396,0.339062312892,0.850699844541,0.620452999621
37,0.899641780864,0.339548848965,0.851736651176,0.60172062512
38,0.902086768636,0.330977544905,0.826334888543,0.734098813543
39,0.905100358219,0.321150643306,0.860549507517,0.560169423411
40,0.904929777678,0.326962505774,0.838776568263,0.633942987216
41,0.907090464548,0.317904874205,0.823742872016,0.712461687682
42,0.906806163644,0.313910404317,0.858475894277,0.618684880733
43,0.91061579576,0.309681229402,0.810264385692,0.840225245906
44,0.911354978111,0.299561316249,0.848626231208,0.615115877668
45,0.913686245522,0.293335013752,0.841368584759,0.686911429627
46,0.913117643717,0.288411571457,0.835147744976,0.680869601022
47,0.915903792577,0.28963623009,0.867288750648,0.567923819221
48,0.917211576733,0.283547028026,0.835147744976,0.698235960448
49,0.917211576733,0.280891281227,0.862623120788,0.604336836336
50,0.919087962703,0.276348720669,0.846034214681,0.6436460007
51,0.91977028487,0.273565258316,0.861586314183,0.578311907764
52,0.921817251382,0.270913692916,0.862623120788,0.612248149119
53,0.921817251379,0.261631166215,0.839813374867,0.698757916164
54,0.926820947291,0.259465259192,0.852255054432,0.595056115584
55,0.922385853187,0.262629341639,0.835147745007,0.708034988873
56,0.924375959519,0.259188790311,0.838258164883,0.670517114444
57,0.926138625124,0.255121240274,0.854328667734,0.614500634252
58,0.925058281685,0.257074584611,0.848626231208,0.632595687531
59,0.923921078071,0.256759582884,0.862104717532,0.589279134149
60,0.928811053619,0.244322161532,0.823742872016,0.736050033087
61,0.928526752718,0.238842064253,0.86003110423,0.64146373477
62,0.928299311992,0.24567907423,0.854847071052,0.61467822869
63,0.92795815091,0.240706071831,0.858475894308,0.668965684172
64,0.930346278501,0.237387251209,0.843442198092,0.690148297452
65,0.932393245011,0.230548257283,0.857957490928,0.607066450794
66,0.930403138685,0.235318096267,0.84862623127,0.626169937555
67,0.931824643206,0.225639576533,0.876101607112,0.572780089197
68,0.93296184682,0.227581789537,0.84603421465,0.624428705756
69,0.932506965372,0.228592790723,0.86469673409,0.61216277621
70,0.931199181217,0.232554330351,0.854328667765,0.618130059031
71,0.933189287542,0.226014467286,0.84136858479,0.678485533899
72,0.933644168988,0.22060277708,0.843960601348,0.735310284406
73,0.937112640018,0.211497360188,0.852255054463,0.651644746669
74,0.934326491158,0.224982402931,0.843442198123,0.663121359005
75,0.935861716044,0.219424391846,0.853291861099,0.626857656945
76,0.937169500199,0.213497488848,0.858994297625,0.636888992507
77,0.93790868255,0.211891281686,0.855883877657,0.585636957022
78,0.936146016944,0.221001345138,0.865215137377,0.608115589064
79,0.939614487974,0.205527366908,0.847071021316,0.63030855601
80,0.938022402911,0.208456515142,0.852773457781,0.594441673433
81,0.937396940926,0.212988561454,0.868843960663,0.565346840315
82,0.941832035026,0.197947104694,0.853810264417,0.662357354872
83,0.936373457668,0.210801068377,0.858994297656,0.618118918316
84,0.940922272136,0.201736713354,0.855883877657,0.636901143289
85,0.936771478933,0.207160498906,0.854847071083,0.683948397698
86,0.942628077557,0.196022061462,0.869880767299,0.600441631592
87,0.938477284358,0.204865947402,0.844997408076,0.732104170882
