,acc,loss,val_acc,val_loss,epoch
0,0.135625,3.18764025095,0.184670781893,2.96094918202,0
1,0.221887607254,2.69557530926,0.318392581144,2.32813022826,1
2,0.301267117452,2.39384358393,0.43791859866,2.03184480823,2
3,0.377066878802,2.14393649789,0.513652756311,1.81123593242,3
4,0.448320927329,1.89118263699,0.567233384853,1.60324246682,4
5,0.511165407129,1.68945127724,0.56620298815,1.61287186157,5
6,0.561565998068,1.52306788712,0.658938691396,1.18949205615,6
7,0.599806807207,1.39857584937,0.649665121072,1.24085927502,7
8,0.644184328658,1.26963443068,0.685213807316,1.28002748168,8
9,0.670890391503,1.16379048477,0.742916022669,0.923015008293,9
10,0.69810784704,1.0898260164,0.776403915507,0.823863269547,10
11,0.715608841411,1.02676090591,0.782586295724,0.799474380883,11
12,0.730552872322,0.979252887092,0.803194229778,0.75314959922,12
13,0.744530939258,0.922526386881,0.793405461103,0.87841063691,13
14,0.754304221831,0.900895758771,0.780010303967,0.823581115397,14
15,0.771805216205,0.846420903958,0.82277176713,0.697003522951,15
16,0.776237286209,0.81623822829,0.824832560536,0.656775681103,16
17,0.782203534295,0.789514891252,0.838742916023,0.602105152204,17
18,0.791010852889,0.770527391951,0.83771251932,0.605609933871,18
19,0.795670208535,0.754879141843,0.827923750644,0.616939527092,19
20,0.807432240472,0.723759667675,0.842864502834,0.584964008669,20
21,0.816182737656,0.689431174281,0.84904688305,0.586732847955,21
22,0.814080345474,0.687170607402,0.84904688305,0.568712975457,22
23,0.819023808174,0.674379841058,0.870685213807,0.516800745102,23
24,0.824024092281,0.657163811878,0.857805255023,0.536488451461,24
25,0.825501448948,0.649918271805,0.865533230294,0.513277614519,25
26,0.830729018696,0.631892566147,0.830499742401,0.65116064384,26
27,0.833911017671,0.622393813848,0.854714064915,0.538639729071,27
28,0.83544519575,0.607999550557,0.86810922205,0.523786929708,28
29,0.841638729473,0.591986647806,0.859350850077,0.52138709199,29
30,0.841468265246,0.598174023121,0.857290056672,0.570324648437,30
31,0.846695834991,0.579703742729,0.862442040185,0.573811622646,31
32,0.85516222513,0.548718215736,0.855744461618,0.571103469443,32
33,0.852491618845,0.563856126582,0.873776403916,0.497011708343,33
34,0.849877833968,0.568128701628,0.878413189078,0.446796782845,34
35,0.854537189613,0.551026704996,0.874806800618,0.48729443042,35
36,0.856241831922,0.540675236751,0.878413189078,0.490052868039,36
37,0.857491902952,0.533730160226,0.877382792375,0.440365975787,37
