,acc,loss,val_acc,val_loss,epoch
0,0.185625,3.41716223836,0.309400826446,2.48661275245,0
1,0.305282310798,2.67418148326,0.420425090736,2.19628868139,1
2,0.388013873886,2.26179680017,0.504406428263,1.82016553726,2
3,0.460226303523,1.94141401984,0.559875583327,1.62016898737,3
4,0.523284244046,1.70494171514,0.603939865339,1.42584568593,4
5,0.559333598683,1.53115596362,0.62104717471,1.37347193145,5
6,0.597202479107,1.39333755537,0.621047174733,1.59369696542,6
7,0.63109114687,1.27459600483,0.613789528346,1.57820070019,7
8,0.660544720534,1.17882202124,0.737169517885,0.965597459949,8
9,0.676238130441,1.10600949285,0.726801451591,0.990975694436,9
10,0.696480354811,1.03473012115,0.701918092338,1.06168413326,10
11,0.709501336216,0.98100867709,0.735095904706,0.991145168147,11
12,0.724910445215,0.928679028097,0.657853810326,1.35413990909,12
13,0.741627338375,0.888700072054,0.706583722198,1.14881820982,13
14,0.751577870019,0.850035355586,0.7387247279,1.01942052224,14
15,0.756297265025,0.818972868337,0.7387247279,1.00096352422,15
16,0.765508614321,0.792870027963,0.772420943587,0.820759125668,16
17,0.776425769037,0.754609614141,0.7620528772,0.921264488395,17
18,0.781315744586,0.739256785885,0.785899429818,0.794011030839,18
19,0.785637118328,0.721498669458,0.808709175831,0.687866867855,19
20,0.798885540458,0.690540340159,0.799896319336,0.759648655458,20
21,0.802695172574,0.674443345842,0.766718507091,0.874575447146,21
22,0.804798999264,0.672473851801,0.739761534505,0.989239245792,22
23,0.808949792464,0.643088063881,0.804043545879,0.811114132358,23
24,0.814465229999,0.633403967447,0.759979263898,0.902926328842,24
25,0.81497697163,0.625005095016,0.82011404873,0.682671989977,25
26,0.817649400127,0.618452383029,0.800933125972,0.78019551174,26
27,0.827315630864,0.593393534471,0.815448418901,0.743610739862,27
28,0.826974469779,0.586724248155,0.799377916019,0.728449118229,28
29,0.829362597373,0.585615206864,0.777086573447,0.831959817896,29
30,0.833342810034,0.573475772989,0.821150855427,0.719410075617,30
31,0.836299539433,0.554579722535,0.825298081908,0.68781081833,31
32,0.840564052994,0.54308663197,0.795230689569,0.783444050651,32
33,0.839199408656,0.543135389749,0.812856402343,0.781635852754,33
34,0.840962074259,0.544374735393,0.812856402343,0.73770666477,34
35,0.84585204981,0.519508736061,0.819595645505,0.66696868524,35
36,0.842042417698,0.529441921908,0.782270606532,0.858447720441,36
37,0.850287143915,0.510761425,0.826334888543,0.723412383272,37
38,0.849661681924,0.518118789855,0.790046656391,0.903373087824,38
39,0.852334110422,0.501672076556,0.815966822311,0.67628477153,39
40,0.856200602718,0.488260073905,0.833592535023,0.655949970797,40
41,0.858588730316,0.493393290461,0.807153965847,0.754773161908,41
42,0.861829760619,0.474917556135,0.800933126003,0.879718992332,42
43,0.860294535737,0.46767045604,0.806635562591,0.771799809454,43
44,0.862398362427,0.468815673721,0.821669258683,0.693172415028,44
45,0.864957070565,0.463217995852,0.838258164945,0.672687305664,45
46,0.870870529372,0.44372073023,0.813893208947,0.773000692003,46
47,0.870188207198,0.451073744823,0.768273717044,1.05736401762,47
48,0.870586228464,0.447847434892,0.835666148325,0.668626532136,48
49,0.868141240693,0.448074832668,0.786417833198,0.899549574757,49
50,0.871154830276,0.438510938749,0.842405391425,0.691287787978,50
51,0.874339000401,0.440779120326,0.813893208978,0.735880853924,51
52,0.873258656963,0.433488221163,0.827371695241,0.700415229723,52
53,0.87450958094,0.431394106418,0.842405391425,0.615456834706,53
54,0.876272246546,0.419630500567,0.810782789072,0.758475148505,54
55,0.876613407634,0.422560966648,0.832555728388,0.660098696586,55
56,0.882640586799,0.408019091557,0.849663037936,0.585575478444,56
57,0.877182009442,0.419326009944,0.839294971581,0.752058915334,57
58,0.878148632513,0.424854999353,0.82737169521,0.693122365813,58
59,0.884346392222,0.397509696223,0.831518921752,0.663178785902,59
60,0.884118951498,0.39939478698,0.795230689538,0.834102251142,60
61,0.884516972764,0.403112658953,0.822187662063,0.715944878344,61
62,0.885199294937,0.395359021199,0.835147745007,0.680713080893,62
63,0.885313015299,0.393714954083,0.851736651145,0.581054233297,63
64,0.889350088137,0.38286683156,0.826853291861,0.720754211247,64
65,0.887416841989,0.391578190372,0.841886988169,0.597981927122,65
66,0.888838346506,0.385408960493,0.840331778185,0.649828241674,66
67,0.890999033377,0.374609710513,0.846034214619,0.622892895461,67
68,0.890544151932,0.373247945146,0.832555728418,0.648894954849,68
69,0.886450218912,0.39165273069,0.814411612296,0.730668214086,69
70,0.886165918011,0.384784892555,0.849144634557,0.634022664451,70
71,0.88815602434,0.380381313848,0.846552617937,0.576210270704,71
72,0.892193097174,0.371264833057,0.812337999025,0.807574384291,72
73,0.891567635185,0.371952761965,0.836702954961,0.641876724917,73
74,0.895889008927,0.353496468582,0.824779678621,0.808195704589,74
75,0.89259111844,0.361249189239,0.863141524137,0.584201040433,75
76,0.896059589473,0.358034095154,0.840331778154,0.642723948258,76
77,0.892534258259,0.36508893746,0.816485225567,0.849046034322,77
78,0.896571331097,0.356113292099,0.858475894246,0.565717583442,78
79,0.898333996702,0.354178983726,0.857439087641,0.587073383274,79
80,0.899357479957,0.340944169593,0.843442198092,0.711114430077,80
81,0.898106555979,0.35418050137,0.85069984451,0.560207030845,81
82,0.896116449654,0.352816211065,0.835666148294,0.720108760653,82
83,0.898163416163,0.34262916227,0.86003110423,0.580546647727,83
84,0.896628191281,0.351608266627,0.83411093831,0.69843244682,84
85,0.898390856883,0.34564958325,0.818040435459,0.842732993022,85
86,0.9007221243,0.347537633685,0.846552617937,0.624952367585,86
87,0.902655370447,0.339721693789,0.842923794774,0.643443315572,87
88,0.905498379485,0.325168642071,0.85536547437,0.589965080361,88
89,0.904361175869,0.32762398041,0.829445308512,0.682447497804,89
90,0.902484789905,0.335439717498,0.840850181472,0.706262731379,90
91,0.906180701656,0.328327466136,0.842405391425,0.679801366825,91
92,0.904531756414,0.330456338636,0.854847071052,0.558329529268,92
93,0.906863023824,0.32099943299,0.848107827952,0.614313728872,93
94,0.907033604367,0.323318529281,0.842405391395,0.645354745057,94
95,0.906749303463,0.320622111667,0.860549507579,0.607181776823,95
